BCI-AV#,tag,
25799,,
25800,,
25801,,
25802,,
25803,,
25804,,
25805,,
25806,,
25807,,
25808,,
25809,,
25810,,
25811,,
25812,,
25813,,
25814,,
25816,,
25817,,
25818,,
25819,,
25820,,
25821,,
25822,,
25823,,
25824,,
25825,,
25826,,
25827,,
25828,,
25829,,
25830,,
25831,,
25841,,
25842,,
25843,,
25844,,
25845,,
25846,,
25847,,
25848,,
25849,,
25850,,
25851,,
25852,,
25853,,
25854,,
25855,,
25856,,
25857,,
25858,,
25859,,
25860,,
25861,,
25862,,
25863,,
25864,,
25865,,
25866,,
25867,,
25868,,
25869,,
25870,,
25871,,
25872,,
25873,,
25874,,
25875,,
25876,,
25877,,
25878,,
25879,,
25880,,
25881,,
25882,,
25883,,
25884,,
25885,,
25886,,
25887,,
25888,,
25889,,
25890,,
25891,,
25892,,
25893,,
25894,,
25895,,
25896,,
25897,,
25898,,
25899,,
25900,,
25901,,
25902,,
25903,,
25904,,
25905,,
25906,,
25907,,
25908,,
25909,,
25910,,
25911,,
25912,,
25913,,
25914,,
25915,,
25916,,
25917,,
25918,,
25919,,
25920,,
25921,,
25922,,
25923,,
25924,,
25925,,
25926,,
25927,,
25928,,
25929,,
25930,,
25931,,
25932,,
25934,,
25935,,
25936,,
25938,,
25939,,
25940,,
25941,,
25942,,
25943,,
25944,,
25945,,
25946,,
25948,,
25949,,
25950,,
25951,,
25952,,
25953,,
25954,,
25955,,
25957,,
25958,,
25959,,
25960,,
25961,,
25962,,
25964,,
25965,,
25966,,
25967,,
25968,,
25969,,
25970,,
25971,,
25972,,
25980,,
25981,,
25982,,
25983,,
25984,,
25985,,
25986,,
25988,,
25989,,
25990,,
25991,,
25992,,
25993,,
25994,,
25995,,
25997,,
25998,,
25999,,
26000,,
26001,,
26004,,
26005,,
26006,,
26007,,
26008,,
26009,,
26010,,
26011,,
26012,,
26013,,
26014,,
26015,,
26016,,
26017,,
26018,,
26019,,
26020,,
26021,,
26023,,
26024,,
26025,,
26026,,
26027,,
26028,,
26029,,
26030,,
26031,,
26032,,
26033,,
26040,,
26041,,
26042,,
26043,,
26044,,
26045,,
26046,,
26047,,
26048,,
26049,,
26050,,
26051,,
26052,,
26053,,
26054,,
26055,,
26056,,
26057,,
26058,,
26059,,
26060,,
26061,,
26062,,
26063,,
26064,,
26065,,
26066,,
26100,,
26101,,
26102,,
26103,,
26104,,
26105,,
26106,,
26107,,
26108,,
26120,,
26121,,
26122,,
26123,,
26124,,
26125,,
26126,,
26127,,
26128,,
26129,,
26130,,
26131,,
26132,,
26133,,
26134,,
26135,,
26136,,
26137,,
26138,,
26139,,
26140,,
26141,,
26142,,
26143,,
26144,,
26145,,
26146,,
26147,,
26148,,
26149,,
26150,,
26151,,
26152,,
26153,,
26154,,
26155,,
26156,,
26157,,
26158,,
26159,,
26160,,
26161,,
26162,,
26163,,
26164,,
26165,,
26166,,
26167,,
26168,,
26169,,
26170,,
26171,,
26172,,
26173,,
26174,,
26175,,
26176,,
26177,,
26178,,
26179,,
26180,,
26181,,
26182,,
26183,,
26184,,
26185,,
26186,,
26187,,
26188,,
26189,,
26190,,
26191,,
26192,,
26193,,
26194,,
26195,,
26196,,
26197,,
26198,,
26199,,
26200,,
26201,,
26202,,
26203,,
26204,,
26205,,
26206,,
26207,,
26208,,
26209,,
26210,,
26211,,
26212,,
26213,,
26214,,
26215,,
26216,,
26217,,
26218,,
26219,,
26220,,
26221,,
26222,,
26223,,
26224,,
26225,,
26226,,
26227,,
26228,,
26229,,
26230,,
26231,,
26233,,
26234,,
26236,,
26237,,
26238,,
26239,,
26240,,
26241,,
26242,,
26244,,
26245,,
26246,,
26247,,
26248,,
26249,,
26250,,
26251,,
26252,,
26254,,
26255,,
26256,,
26257,,
26258,,
26259,,
26260,,
26261,,
26262,,
26263,,
26264,,
26265,,
26266,,
26267,,
26268,,
26280,,
26281,,
26282,,
26283,,
26284,,
26285,,
26286,,
26287,,
26288,,
26289,,
26290,,
26291,,
26292,,
26293,,
26294,,
26295,,
26296,,
26297,,
26298,,
26299,,
26300,,
26301,,
26302,,
26303,,
26304,,
26305,,
26306,,
26307,,
26308,,
26309,,
26310,,
26311,,
26312,,
26313,,
26314,,
26315,,
26316,,
26317,,
26318,,
26319,,
26320,,
26321,,
26322,,
26323,,
26324,,
26325,,
26326,,
26328,,
26329,,
26330,,
26331,,
26332,,
26333,,
26334,,
26335,,
26336,,
26338,,
26339,,
